IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,PARENT_IDENTIFIER,value,PUBLIC_ID
"getNextPvId(),"","UBERON_0009578","","","","","myelencephalon sulcus limitans","organ"
"getNextPvId(),"","UBERON_0009576","","","","","medulla oblongata sulcus limitans","organ"
"getNextPvId(),"","UBERON_0009577","","","","","metencephalon sulcus limitans","organ"
"getNextPvId(),"","UBERON_0009773","","","","","renal tubule","organ"
"getNextPvId(),"","UBERON_0001231","","","UBERON_0002113","","nephron tubule","organ"
"getNextPvId(),"","UBERON_0007685","","","UBERON_0002113","","region of nephron tubule","organ"
"getNextPvId(),"","UBERON_0001288","","","UBERON_0002113","","loop of Henle","organ"
"getNextPvId(),"","UBERON_0034997","","","UBERON_0002113","","renal medulla loop of Henle","organ"
"getNextPvId(),"","UBERON_0034996","","","UBERON_0002113","","outer renal medulla loop of Henle","organ"
"getNextPvId(),"","UBERON_0006542","","","UBERON_0002113","","outer medulla outer stripe loop of Henle","organ"
"getNextPvId(),"","UBERON_0001290","","","","","proximal straight tubule","organ"
"getNextPvId(),"","UBERON_0005125","","","UBERON_0002113","","metanephric proximal straight tubule","organ"
"getNextPvId(),"","UBERON_0009622","","","","","pronephric proximal straight tubule","organ"
"getNextPvId(),"","UBERON_0006541","","","UBERON_0002113","","outer medulla inner stripe loop of Henle","organ"
"getNextPvId(),"","UBERON_0003455","","","UBERON_0002113","","inner renal medulla loop of Henle","organ"
"getNextPvId(),"","UBERON_0005130","","","UBERON_0002113","","metanephric loop of Henle","organ"
"getNextPvId(),"","UBERON_0001289","","","UBERON_0002113","","descending limb of loop of Henle","organ"
"getNextPvId(),"","UBERON_0004136","","","UBERON_0002113","","intermediate tubule","organ"
"getNextPvId(),"","UBERON_0005164","","","UBERON_0002113","","ascending limb of loop of Henle","organ"
"getNextPvId(),"","UBERON_0001291","","","UBERON_0002113","","thick ascending limb of loop of Henle","organ"
"getNextPvId(),"","UBERON_0005127","","","UBERON_0002113","","metanephric thick ascending limb","organ"
"getNextPvId(),"","UBERON_0005202","","","","","distal straight tubule macula densa","organ"
"getNextPvId(),"","UBERON_0006534","","","UBERON_0002113","","renal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0001287","","","UBERON_0002113","","proximal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0005124","","","UBERON_0002113","","metanephric proximal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0007298","","","UBERON_0002113","","pronephric proximal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0001292","","","UBERON_0002113","","distal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0005117","","","UBERON_0002113","","metanephric distal convoluted tubule","organ"
"getNextPvId(),"","UBERON_0003546","","","","","distal convoluted tubule macula densa","organ"
"getNextPvId(),"","UBERON_0009035","","","UBERON_0002113","","renal straight tubule","organ"
"getNextPvId(),"","UBERON_0004135","","","UBERON_0002113","","distal tubule","organ"
"getNextPvId(),"","UBERON_0005129","","","UBERON_0002113","","metanephric distal tubule","organ"
"getNextPvId(),"","UBERON_0006175","","","UBERON_0002113","","pronephric distal tubule","organ"
"getNextPvId(),"","UBERON_0002335","","","UBERON_0002113","","macula densa","organ"
"getNextPvId(),"","UBERON_0005122","","","UBERON_0002113","","metanephric macula densa","organ"
"getNextPvId(),"","UBERON_0005324","","","UBERON_0002113","","mesonephric macula densa","organ"
"getNextPvId(),"","UBERON_0008408","","","UBERON_0002113","","distal tubular epithelium","organ"
"getNextPvId(),"","UBERON_0006853","","","UBERON_0002113","","renal cortex tubule","organ"
"getNextPvId(),"","UBERON_0004134","","","UBERON_0002113","","proximal tubule","organ"
"getNextPvId(),"","UBERON_0005151","","","UBERON_0002113","","metanephric proximal tubule","organ"
"getNextPvId(),"","UBERON_0006173","","","UBERON_0002113","","pronephric proximal tubule","organ"
"getNextPvId(),"","UBERON_0008404","","","UBERON_0002113","","proximal tubular epithelium","organ"
"getNextPvId(),"","UBERON_0005146","","","UBERON_0002113","","metanephric nephron tubule","organ"
"getNextPvId(),"","UBERON_0005310","","","UBERON_0002113","","pronephric nephron tubule","organ"
"getNextPvId(),"","UBERON_0004810","","","UBERON_0002113","","nephron tubule epithelium","organ"
"getNextPvId(),"","UBERON_0007684","","","UBERON_0002113","","uriniferous tubule","organ"
"getNextPvId(),"","UBERON_0001285","","","UBERON_0002113","","nephron","organ"
"getNextPvId(),"","UBERON_0004194","","","UBERON_0002113","","long nephron","organ"
"getNextPvId(),"","UBERON_0004195","","","UBERON_0002113","","short nephron","organ"
"getNextPvId(),"","UBERON_0005110","","","UBERON_0002113","","metanephric nephron","organ"
"getNextPvId(),"","UBERON_0004737","","","","","metanephric collecting duct","organ"
"getNextPvId(),"","UBERON_0005134","","","UBERON_0002113","","metanephric nephron epithelium","organ"
"getNextPvId(),"","UBERON_0005144","","","UBERON_0002113","","metanephric glomerular capillary","organ"
"getNextPvId(),"","UBERON_0005148","","","","","metanephric S-shaped body","organ"
"getNextPvId(),"","UBERON_0005309","","","UBERON_0002113","","pronephric nephron","organ"
"getNextPvId(),"","UBERON_0005322","","","UBERON_0002113","","mesonephric nephron","organ"
"getNextPvId(),"","UBERON_0005319","","","","","mesonephric collecting duct","organ"
"getNextPvId(),"","UBERON_0005330","","","UBERON_0002113","","mesonephric nephron epithelium","organ"
"getNextPvId(),"","UBERON_0006183","","","UBERON_0002113","","mesonephric glomerular capillary","organ"
"getNextPvId(),"","UBERON_0001229","","","","","renal corpuscle","organ"
"getNextPvId(),"","UBERON_0000074","","","","","renal glomerulus","organ"
"getNextPvId(),"","UBERON_0004736","","","UBERON_0002113","","metanephric glomerulus","organ"
"getNextPvId(),"","UBERON_0004739","","","","","pronephric glomerulus","organ"
"getNextPvId(),"","UBERON_0005325","","","UBERON_0002113","","mesonephric glomerulus","organ"
"getNextPvId(),"","UBERON_0002319","","","","","mesangium","organ"
"getNextPvId(),"","UBERON_0002320","","","UBERON_0002113","","glomerular mesangium","organ"
"getNextPvId(),"","UBERON_0002321","","","","","extraglomerular mesangium","organ"
"getNextPvId(),"","UBERON_0004188","","","UBERON_0002113","","glomerular epithelium","organ"
"getNextPvId(),"","UBERON_0005777","","","","","glomerular basement membrane","organ"
"getNextPvId(),"","UBERON_0005787","","","","","lamina densa of glomerular basement membrane","organ"
"getNextPvId(),"","UBERON_0005788","","","","","lamina rara interna","organ"
"getNextPvId(),"","UBERON_0005789","","","","","lamina rara externa","organ"
"getNextPvId(),"","UBERON_0004190","","","UBERON_0002113","","renal glomerulus vasculature","organ"
"getNextPvId(),"","UBERON_0001230","","","","","glomerular capsule","organ"
"getNextPvId(),"","UBERON_0005749","","","","","glomerular tuft","organ"
"getNextPvId(),"","UBERON_0005751","","","UBERON_0002113","","visceral layer of glomerular capsule","organ"
"getNextPvId(),"","UBERON_0004639","","","","","renal afferent arteriole","organ"
"getNextPvId(),"","UBERON_0004640","","","","","renal efferent arteriole","organ"
"getNextPvId(),"","UBERON_0001232","","","","","collecting duct of renal tubule","organ"
"getNextPvId(),"","UBERON_0004204","","","","","outer medullary collecting duct","organ"
"getNextPvId(),"","UBERON_0004205","","","","","inner medullary collecting duct","organ"
"getNextPvId(),"","UBERON_0004203","","","","","cortical collecting duct","organ"
"getNextPvId(),"","UBERON_0005185","","","","","renal medulla collecting duct","organ"
"getNextPvId(),"","UBERON_0004211","","","UBERON_0002113","","nephron epithelium","organ"
"getNextPvId(),"","UBERON_0010532","","","UBERON_0002113","","primitive nephron","organ"
"getNextPvId(),"","UBERON_0010535","","","UBERON_0002113","","primitive metanephric nephron","organ"
"getNextPvId(),"","UBERON_0004198","","","UBERON_0002113","","comma-shaped body","organ"
"getNextPvId(),"","UBERON_0005145","","","UBERON_0002113","","metanephric comma-shaped body","organ"
"getNextPvId(),"","UBERON_0005328","","","UBERON_0002113","","mesonephric comma-shaped body","organ"
"getNextPvId(),"","UBERON_0004199","","","UBERON_0002113","","S-shaped body","organ"
"getNextPvId(),"","UBERON_0010065","","","UBERON_0001690","","auditory meatus epithelium","organ"
"getNextPvId(),"","UBERON_0007500","","","","","epithelial tube open at both ends","organ"
"getNextPvId(),"","UBERON_0002325","","","UBERON_0000057","","epithelium of urethra","organ"
"getNextPvId(),"","UBERON_0004787","","","UBERON_0000057","","urethra urothelium","organ"
"getNextPvId(),"","UBERON_0016510","","","UBERON_0000057","","epithelium of male urethra","organ"
"getNextPvId(),"","UBERON_0016520","","","UBERON_0000057","","epithelium of female urethra","organ"
"getNextPvId(),"","UBERON_0010062","","","UBERON_0001690","","pharyngotympanic tube epithelium","organ"
"getNextPvId(),"","UBERON_0009201","","","UBERON_0002113","","nephric duct","organ"
"getNextPvId(),"","UBERON_0005106","","","UBERON_0002113","","metanephric tubule","organ"
"getNextPvId(),"","UBERON_0006279","","","","","pleuroperitoneal canal","organ"
"getNextPvId(),"","UBERON_0013247","","","","","male paramesonephric duct","organ"
"getNextPvId(),"","UBERON_0007502","","","","","epithelial plexus","organ"
"getNextPvId(),"","UBERON_0011202","","","","","urachus epithelium","organ"
"getNextPvId(),"","UBERON_0013248","","","","","paradidymis","organ"
"getNextPvId(),"","UBERON_0013249","","","","","paroophoron","organ"
"getNextPvId(),"","UBERON_0000486","","","","","multilaminar epithelium","organ"
"getNextPvId(),"","UBERON_0000365","","","","","urothelium","organ"
"getNextPvId(),"","UBERON_0001254","","","","","urothelium of ureter","organ"
"getNextPvId(),"","UBERON_0005912","","","UBERON_0002113","","transitional epithelium of major calyx","organ"
"getNextPvId(),"","UBERON_0011947","","","","","ureter luminal urothelium","organ"
"getNextPvId(),"","UBERON_0004645","","","","","urinary bladder urothelium","organ"
"getNextPvId(),"","UBERON_0004788","","","UBERON_0002113","","kidney pelvis urothelium","organ"
"getNextPvId(),"","UBERON_0001344","","","","","epithelium of vagina","organ"
"getNextPvId(),"","UBERON_0007602","","","","","stratified columnar epithelium","organ"
"getNextPvId(),"","UBERON_0004290","","","","","dermomyotome","organ"
"getNextPvId(),"","UBERON_0005154","","","","","epithelial cord","organ"
"getNextPvId(),"","UBERON_0009843","","","","","prostate epithelial cord","organ"
"getNextPvId(),"","UBERON_0005295","","","","","sex cord","organ"
"getNextPvId(),"","UBERON_0005296","","","UBERON_0000991","","ovary sex cord","organ"
"getNextPvId(),"","UBERON_0005297","","","UBERON_0000991","","testis sex cord","organ"
"getNextPvId(),"","UBERON_0010141","","","UBERON_0000991","","primitive sex cord of indifferent gonad","organ"
"getNextPvId(),"","UBERON_0006915","","","","","stratified squamous epithelium","organ"
"getNextPvId(),"","UBERON_0012329","","","","","keratinized stratified squamous epithelium","organ"
"getNextPvId(),"","UBERON_0019307","","","","","epithelium of external nose","organ"
"getNextPvId(),"","UBERON_0004650","","","UBERON_0001723","","tongue keratinized epithelium","organ"
"getNextPvId(),"","UBERON_0002018","","","","","synovial membrane of synovial joint","organ"
"getNextPvId(),"","UBERON_0001949","","","","","gingival epithelium","organ"
"getNextPvId(),"","UBERON_0010304","","","","","non-keratinized stratified squamous epithelium","organ"
"getNextPvId(),"","UBERON_0006763","","","UBERON_0000970","","epithelium of conjunctiva","organ"
"getNextPvId(),"","UBERON_0006916","","","UBERON_0001723","","non-keratinized epithelium of tongue","organ"
"getNextPvId(),"","UBERON_0006922","","","UBERON_0000995","","cervix squamous epithelium","organ"
"getNextPvId(),"","UBERON_0007603","","","","","stratified cuboidal epithelium","organ"
"getNextPvId(),"","UBERON_0015760","","","","","mixed stratified cuboidal and columnar epithelium","organ"
"getNextPvId(),"","UBERON_0000488","","","","","atypical epithelium","organ"
"getNextPvId(),"","UBERON_0000420","","","","","myoepithelium","organ"
"getNextPvId(),"","UBERON_0035076","","","","","parotid gland myoepithelium","organ"
"getNextPvId(),"","UBERON_0006954","","","","","mammary gland myoepithelium","organ"
"getNextPvId(),"","UBERON_0001778","","","UBERON_0000970","","ciliary epithelium","organ"
"getNextPvId(),"","UBERON_0006934","","","","","sensory epithelium","organ"
"getNextPvId(),"","UBERON_0002926","","","","","gustatory epithelium","organ"
"getNextPvId(),"","UBERON_0014453","","","","","gustatory epithelium of palate","organ"
"getNextPvId(),"","UBERON_0014452","","","UBERON_0001723","","gustatory epithelium of tongue","organ"
"getNextPvId(),"","UBERON_0001727","","","","","taste bud","organ"
"getNextPvId(),"","UBERON_0034717","","","","","integumental taste bud","organ"
"getNextPvId(),"","UBERON_0034719","","","","","lip taste bud","organ"
"getNextPvId(),"","UBERON_0034720","","","","","head taste bud","organ"
"getNextPvId(),"","UBERON_0034726","","","","","trunk taste bud","organ"
"getNextPvId(),"","UBERON_0034721","","","","","pharyngeal taste bud","organ"
"getNextPvId(),"","UBERON_0034722","","","","","mouth roof taste bud","organ"
"getNextPvId(),"","UBERON_0034724","","","UBERON_0001043","","esophageal taste bud","organ"
"getNextPvId(),"","UBERON_0014451","","","","","tongue taste bud","organ"
"getNextPvId(),"","UBERON_0007691","","","","","gustatory pore","organ"
"getNextPvId(),"","UBERON_0006932","","","UBERON_0001690","","vestibular epithelium","organ"
"getNextPvId(),"","UBERON_0003241","","","UBERON_0001690","","epithelium of utricle","organ"
"getNextPvId(),"","UBERON_0003242","","","UBERON_0001690","","epithelium of saccule","organ"
"getNextPvId(),"","UBERON_0003363","","","UBERON_0001690","","epithelium of ductus reuniens","organ"
"getNextPvId(),"","UBERON_0006935","","","UBERON_0001690","","crista ampullaris neuroepithelium","organ"
"getNextPvId(),"","UBERON_0007274","","","UBERON_0001690","","crista of ampulla of anterior semicircular duct of membranous laybrinth","organ"
"getNextPvId(),"","UBERON_0007275","","","UBERON_0001690","","crista of ampulla of posterior semicircular duct of membranous laybrinth","organ"
"getNextPvId(),"","UBERON_0007276","","","UBERON_0001690","","crista of ampulla of lateral semicircular duct of membranous laybrinth","organ"
"getNextPvId(),"","UBERON_0009969","","","","","statoacoustic epithelium","organ"
"getNextPvId(),"","UBERON_0002506","","","UBERON_0000970","","iris epithelium","organ"
"getNextPvId(),"","UBERON_0013193","","","","","parakeratinized epithelium","organ"
"getNextPvId(),"","UBERON_0003929","","","","","digestive tract epithelium","organ"
"getNextPvId(),"","UBERON_0001976","","","","","epithelium of esophagus","organ"
"getNextPvId(),"","UBERON_0002424","","","","","oral epithelium","organ"
"getNextPvId(),"","UBERON_0006919","","","UBERON_0001723","","tongue squamous epithelium","organ"
"getNextPvId(),"","UBERON_0008420","","","","","buccal epithelium","organ"
"getNextPvId(),"","UBERON_0019206","","","UBERON_0001723","","tongue papilla epithelium","organ"
"getNextPvId(),"","UBERON_0003351","","","","","pharyngeal epithelium","organ"
"getNextPvId(),"","UBERON_0001952","","","","","epithelium of oropharynx","organ"
"getNextPvId(),"","UBERON_0005562","","","UBERON_0005057","","thymus primordium","organ"
"getNextPvId(),"","UBERON_0009695","","","","","epithelium of laryngopharynx","organ"
"getNextPvId(),"","UBERON_0013696","","","","","tonsil epithelium","organ"
"getNextPvId(),"","UBERON_0003352","","","","","epithelium of midgut","organ"
"getNextPvId(),"","UBERON_0003353","","","","","epithelium of hindgut","organ"
"getNextPvId(),"","UBERON_0003357","","","UBERON_0001723","","epithelium of tongue","organ"
"getNextPvId(),"","UBERON_0004809","","","","","salivary gland epithelium","organ"
"getNextPvId(),"","UBERON_0003359","","","","","epithelium of submandibular gland","organ"
"getNextPvId(),"","UBERON_0003360","","","","","epithelium of parotid gland","organ"
"getNextPvId(),"","UBERON_0003361","","","","","epithelium of sublingual gland","organ"
"getNextPvId(),"","UBERON_0006913","","","","","lip epithelium","organ"
"getNextPvId(),"","UBERON_0012481","","","","","cloacal epithelium","organ"
"getNextPvId(),"","UBERON_0015833","","","","","foregut epithelium","organ"
"getNextPvId(),"","UBERON_0016885","","","","","epithelium of terminal part of digestive tract","organ"
"getNextPvId(),"","UBERON_0035037","","","","","jaw epithelium","organ"
"getNextPvId(),"","UBERON_0003235","","","","","epithelium of upper jaw","organ"
"getNextPvId(),"","UBERON_0003358","","","","","epithelium of soft palate","organ"
"getNextPvId(),"","UBERON_0003368","","","","","epithelium of hard palate","organ"
"getNextPvId(),"","UBERON_0005653","","","UBERON_0004765","","upper jaw molar epithelium","organ"
"getNextPvId(),"","UBERON_0005658","","","","","secondary palatal shelf epithelium","organ"
"getNextPvId(),"","UBERON_0005659","","","","","primary palate epithelium","organ"
"getNextPvId(),"","UBERON_0005709","","","UBERON_0004765","","upper jaw incisor epithelium","organ"
"getNextPvId(),"","UBERON_0003236","","","","","epithelium of lower jaw","organ"
"getNextPvId(),"","UBERON_0005654","","","UBERON_0004765","","lower jaw molar epithelium","organ"
"getNextPvId(),"","UBERON_0005710","","","UBERON_0004765","","lower jaw incisor epithelium","organ"
"getNextPvId(),"","UBERON_0006957","","","","","submandibular gland primordium epithelium","organ"
"getNextPvId(),"","UBERON_0007503","","","","","epithelial vesicle","organ"
"getNextPvId(),"","UBERON_0002329","","","","","somite","organ"
"getNextPvId(),"","UBERON_0005594","","","","","head somite","organ"
"getNextPvId(),"","UBERON_0005598","","","","","trunk somite","organ"
"getNextPvId(),"","UBERON_0009621","","","","","tail somite","organ"
"getNextPvId(),"","UBERON_0015178","","","","","somite border","organ"
"getNextPvId(),"","UBERON_0003304","","","","","mesoderm blood island","organ"
"getNextPvId(),"","UBERON_0004209","","","","","renal vesicle","organ"
"getNextPvId(),"","UBERON_0005147","","","UBERON_0002113","","metanephric renal vesicle","organ"
"getNextPvId(),"","UBERON_0005331","","","UBERON_0002113","","mesonephric renal vesicle","organ"
"getNextPvId(),"","UBERON_0011921","","","UBERON_0002331","","connecting stalk blood islands","organ"
"getNextPvId(),"","UBERON_0003350","","","","","epithelium of mucosa","organ"
"getNextPvId(),"","UBERON_0004811","","","UBERON_0000995","","endometrium epithelium","organ"
"getNextPvId(),"","UBERON_0022355","","","UBERON_0000995","","basal layer of endometrium","organ"
"getNextPvId(),"","UBERON_0022356","","","UBERON_0000995","","outer layer of endometrium","organ"
"getNextPvId(),"","UBERON_0011949","","","UBERON_0000995","","endometrium luminal epithelium","organ"
"getNextPvId(),"","UBERON_0004807","","","","","respiratory system epithelium","organ"
"getNextPvId(),"","UBERON_0004808","","","","","gastrointestinal system epithelium","organ"
"getNextPvId(),"","UBERON_0004819","","","UBERON_0002113","","kidney epithelium","organ"
"getNextPvId(),"","UBERON_0005103","","","UBERON_0002113","","mesonephric epithelium","organ"
"getNextPvId(),"","UBERON_0005108","","","UBERON_0002113","","metanephric epithelium","organ"
"getNextPvId(),"","UBERON_0004825","","","","","dental lamina","organ"
"getNextPvId(),"","UBERON_0015840","","","UBERON_0004765","","incisor dental lamina","organ"
"getNextPvId(),"","UBERON_0015841","","","UBERON_0004765","","molar dental lamina","organ"
"getNextPvId(),"","UBERON_0004909","","","UBERON_0000991","","epithelium of gonad","organ"
"getNextPvId(),"","UBERON_0004910","","","UBERON_0000991","","epithelium of male gonad","organ"
"getNextPvId(),"","UBERON_0004911","","","UBERON_0000991","","epithelium of female gonad","organ"
"getNextPvId(),"","UBERON_0005157","","","","","epithelial fold","organ"
"getNextPvId(),"","UBERON_0005153","","","","","epithelial bud","organ"
"getNextPvId(),"","UBERON_0022284","","","UBERON_0000970","","lacrimal gland bud","organ"
"getNextPvId(),"","UBERON_0000118","","","","","lung bud","organ"
"getNextPvId(),"","UBERON_0005333","","","","","mammary bud","organ"
"getNextPvId(),"","UBERON_0005062","","","","","neural fold","organ"
"getNextPvId(),"","UBERON_0005891","","","","","coelomic epithelium","organ"
"getNextPvId(),"","UBERON_0005911","","","","","endo-epithelium","organ"
"getNextPvId(),"","UBERON_0010069","","","UBERON_0001690","","outer epithelial layer of tympanic membrane","organ"
"getNextPvId(),"","UBERON_0003846","","","UBERON_0005057","","thymus epithelium","organ"
"getNextPvId(),"","UBERON_0013697","","","","","exocrine pancreas epithelium","organ"
"getNextPvId(),"","UBERON_0006914","","","","","squamous epithelium","organ"
"getNextPvId(),"","UBERON_0010077","","","","","cuboidal epithelium","organ"
"getNextPvId(),"","UBERON_0007601","","","","","ciliated epithelium","organ"
"getNextPvId(),"","UBERON_0004670","","","","","ependyma","organ"
"getNextPvId(),"","UBERON_0005357","","","UBERON_0000955","","brain ependyma","organ"
"getNextPvId(),"","UBERON_0004642","","","UBERON_0000955","","third ventricle ependyma","organ"
"getNextPvId(),"","UBERON_0004643","","","UBERON_0000955","","lateral ventricle ependyma","organ"
"getNextPvId(),"","UBERON_0004644","","","UBERON_0000955","","fourth ventricle ependyma","organ"
"getNextPvId(),"","UBERON_0005359","","","","","spinal cord ependyma","organ"
"getNextPvId(),"","UBERON_0008367","","","","","breast epithelium","organ"
"getNextPvId(),"","UBERON_0010303","","","","","extraembryonic epithelium","organ"
"getNextPvId(),"","UBERON_0010371","","","","","ecto-epithelium","organ"
"getNextPvId(),"","UBERON_0019204","","","","","skin epithelium","organ"
"getNextPvId(),"","UBERON_0005975","","","","","hair follicle bulge","organ"
"getNextPvId(),"","UBERON_0006004","","","","","hair follicle matrix region","organ"
"getNextPvId(),"","UBERON_0006005","","","","","hair follicle isthmus","organ"
"getNextPvId(),"","UBERON_0007376","","","","","outer epithelium","organ"
"getNextPvId(),"","UBERON_0001003","","","UBERON_0002097","","skin epidermis","organ"
"getNextPvId(),"","UBERON_0009200","","","","","limb epidermis","organ"
"getNextPvId(),"","UBERON_0001037","","","","","strand of hair","organ"
"getNextPvId(),"","UBERON_0001702","","","","","eyelash","organ"
"getNextPvId(),"","UBERON_0019254","","","UBERON_0000970","","upper eyelash","organ"
"getNextPvId(),"","UBERON_0019255","","","UBERON_0000970","","lower eyelash","organ"
"getNextPvId(),"","UBERON_0010509","","","","","strand of pelage hair","organ"
"getNextPvId(),"","UBERON_0013698","","","","","strand of pubic hair","organ"
"getNextPvId(),"","UBERON_0013699","","","","","strand of axillary hair","organ"
"getNextPvId(),"","UBERON_0015144","","","","","autopod hair","organ"
"getNextPvId(),"","UBERON_0015145","","","","","pes hair","organ"
"getNextPvId(),"","UBERON_0015146","","","","","manus hair","organ"
"getNextPvId(),"","UBERON_0015148","","","","","tail hair","organ"
"getNextPvId(),"","UBERON_0015149","","","","","ventral hair","organ"
"getNextPvId(),"","UBERON_0015150","","","","","dorsal hair","organ"
"getNextPvId(),"","UBERON_0016446","","","","","hair of head","organ"
"getNextPvId(),"","UBERON_0022279","","","","","strand of hair on external ear","organ"
"getNextPvId(),"","UBERON_0010171","","","","","strand of hair of face","organ"
"getNextPvId(),"","UBERON_0016447","","","","","hair of trunk","organ"
"getNextPvId(),"","UBERON_0000329","","","","","hair root","organ"
"getNextPvId(),"","UBERON_0002074","","","","","hair shaft","organ"
"getNextPvId(),"","UBERON_0002076","","","","","cuticle of hair","organ"
"getNextPvId(),"","UBERON_0002077","","","","","cortex of hair","organ"
"getNextPvId(),"","UBERON_0005184","","","","","hair medulla","organ"
"getNextPvId(),"","UBERON_0011901","","","","","hair matrix","organ"
"getNextPvId(),"","UBERON_0002025","","","","","stratum basale of epidermis","organ"
"getNextPvId(),"","UBERON_0002026","","","","","stratum spinosum of epidermis","organ"
"getNextPvId(),"","UBERON_0002069","","","","","stratum granulosum of epidermis","organ"
"getNextPvId(),"","UBERON_0002071","","","","","stratum lucidum of epidermis","organ"
"getNextPvId(),"","UBERON_0002073","","","","","hair follicle","organ"
"getNextPvId(),"","UBERON_0015252","","","","","coat hair follicle","organ"
"getNextPvId(),"","UBERON_0005932","","","","","bulb of hair follicle","organ"
"getNextPvId(),"","UBERON_0005933","","","","","hair root sheath","organ"
"getNextPvId(),"","UBERON_0005941","","","","","hair inner root sheath","organ"
"getNextPvId(),"","UBERON_0005942","","","","","hair outer root sheath","organ"
"getNextPvId(),"","UBERON_0005943","","","","","hair root sheath matrix","organ"
"getNextPvId(),"","UBERON_0005968","","","","","infundibulum of hair follicle","organ"
"getNextPvId(),"","UBERON_0004882","","","","","eponychium","organ"
"getNextPvId(),"","UBERON_0007771","","","UBERON_0002097","","epidermis gland","organ"
"getNextPvId(),"","UBERON_0001821","","","UBERON_0002097","","sebaceous gland","organ"
"getNextPvId(),"","UBERON_0015251","","","UBERON_0002097","","modified sebaceous gland","organ"
"getNextPvId(),"","UBERON_0001818","","","UBERON_0000970 UBERON_0002097","","tarsal gland","organ"
"getNextPvId(),"","UBERON_0000359","","","UBERON_0002097","","preputial gland","organ"
"getNextPvId(),"","UBERON_0005301","","","UBERON_0002097","","male preputial gland","organ"
"getNextPvId(),"","UBERON_0005302","","","UBERON_0002097","","female preputial gland","organ"
"getNextPvId(),"","UBERON_0012281","","","","","perianal sebaceous gland","organ"
"getNextPvId(),"","UBERON_0003487","","","UBERON_0002097","","skin sebaceous gland","organ"
"getNextPvId(),"","UBERON_0003485","","","UBERON_0002097","","vagina sebaceous gland","organ"
"getNextPvId(),"","UBERON_0011827","","","UBERON_0002097","","areolar gland","organ"
"getNextPvId(),"","UBERON_0011845","","","UBERON_0002097","","duct of sebaceous gland","organ"
"getNextPvId(),"","UBERON_0011846","","","UBERON_0002097","","acinus of sebaceous gland","organ"
"getNextPvId(),"","UBERON_0001820","","","UBERON_0002097","","sweat gland","organ"
"getNextPvId(),"","UBERON_0000382","","","UBERON_0002097","","apocrine sweat gland","organ"
"getNextPvId(),"","UBERON_0034762","","","UBERON_0002097","","areolar sweat gland","organ"
"getNextPvId(),"","UBERON_0013228","","","UBERON_0000970 UBERON_0002097","","sweat gland of eyelid","organ"
"getNextPvId(),"","UBERON_0018232","","","UBERON_0002097","","axillary sweat gland","organ"
"getNextPvId(),"","UBERON_0035074","","","","","duct of apocrine sweat gland","organ"
"getNextPvId(),"","UBERON_0000423","","","UBERON_0002097","","eccrine sweat gland","organ"
"getNextPvId(),"","UBERON_0014391","","","UBERON_0002097","","palmar/plantar sweat gland","organ"
"getNextPvId(),"","UBERON_0035073","","","","","duct of eccrine sweat gland","organ"
"getNextPvId(),"","UBERON_0007773","","","UBERON_0002097","","scrotal sweat gland","organ"
"getNextPvId(),"","UBERON_0004790","","","UBERON_0002097","","skin mucous gland","organ"
"getNextPvId(),"","UBERON_0009564","","","","","distal limb integumentary appendage","organ"
"getNextPvId(),"","UBERON_0001705","","","","","nail","organ"
"getNextPvId(),"","UBERON_0009565","","","UBERON_0002097","","nail of manual digit","organ"
"getNextPvId(),"","UBERON_0011273","","","UBERON_0002097","","nail of manual digit 1","organ"
"getNextPvId(),"","UBERON_0011274","","","UBERON_0002097","","nail of manual digit 2","organ"
"getNextPvId(),"","UBERON_0011275","","","UBERON_0002097","","nail of manual digit 3","organ"
"getNextPvId(),"","UBERON_0011276","","","UBERON_0002097","","nail of manual digit 4","organ"
"getNextPvId(),"","UBERON_0011277","","","UBERON_0002097","","nail of manual digit 5","organ"
"getNextPvId(),"","UBERON_0009567","","","UBERON_0002097","","nail of pedal digit","organ"
"getNextPvId(),"","UBERON_0011278","","","UBERON_0002097","","nail of pedal digit 1","organ"
"getNextPvId(),"","UBERON_0011279","","","UBERON_0002097","","nail of pedal digit 2","organ"
"getNextPvId(),"","UBERON_0011280","","","UBERON_0002097","","nail of pedal digit 3","organ"
"getNextPvId(),"","UBERON_0011281","","","UBERON_0002097","","nail of pedal digit 4","organ"
"getNextPvId(),"","UBERON_0011282","","","UBERON_0002097","","nail of pedal digit 5","organ"
"getNextPvId(),"","UBERON_0002283","","","","","nail matrix","organ"
"getNextPvId(),"","UBERON_0004105","","","","","subungual region","organ"
"getNextPvId(),"","UBERON_0005273","","","UBERON_0002097","","nail bed","organ"
"getNextPvId(),"","UBERON_0005278","","","UBERON_0002097","","nail bed of finger","organ"
"getNextPvId(),"","UBERON_0005279","","","UBERON_0002097","","nail bed of toe","organ"
"getNextPvId(),"","UBERON_0008198","","","","","nail plate","organ"
